BusinessEntityID,DepartmentID,ShiftID,StartDate,EndDate,JobTitle,BirthDate,MaritalStatus,Gender,HireDate,SalariedFlag,VacationHours,SickLeaveHours,OrganizationLevel,PersonType,FirstName,LastName,DepartmentName,DepartmentGroup,RateChangeDate,Rate,PayFrequency,ShiftName,ShiftStart,ShiftEnd,AddressID,City,PostalCode,PhoneNumber,PhoneNumberTypeID,PhoneType
16,4,1,7/15/2009,NULL,Marketing Manager,3/19/1975,S,M,12/20/2007,1,40,40,1,EM,David,Bradley,Marketing,Sales and Marketing,4/30/2012,$37.50,2,Day,7:00:00 AM,3:00:00 PM,214,Redmond,98052,913-555-0172,3,Work
16,5,1,12/20/2007,7/14/2009,Marketing Manager,3/19/1975,S,M,12/20/2007,1,40,40,1,EM,David,Bradley,Purchasing,Inventory Management,12/20/2007,$24.00,2,Day,7:00:00 AM,3:00:00 PM,214,Redmond,98052,913-555-0172,3,Work
16,5,1,12/20/2007,7/14/2009,Marketing Manager,3/19/1975,S,M,12/20/2007,1,40,40,1,EM,David,Bradley,Purchasing,Inventory Management,7/15/2009,$28.75,2,Day,7:00:00 AM,3:00:00 PM,214,Redmond,98052,913-555-0172,3,Work
16,5,1,12/20/2007,7/14/2009,Marketing Manager,3/19/1975,S,M,12/20/2007,1,40,40,1,EM,David,Bradley,Purchasing,Inventory Management,4/30/2012,$37.50,2,Day,7:00:00 AM,3:00:00 PM,214,Redmond,98052,913-555-0172,3,Work
17,4,1,1/26/2007,NULL,Marketing Assistant,5/3/1987,S,M,1/26/2007,0,42,41,2,EM,Kevin,Brown,Marketing,Sales and Marketing,1/26/2007,$13.46,2,Day,7:00:00 AM,3:00:00 PM,234,Everett,98201,150-555-0189,1,Cell
18,4,1,2/7/2011,NULL,Marketing Specialist,3/6/1978,S,M,2/7/2011,0,48,44,2,EM,John,Wood,Marketing,Sales and Marketing,2/7/2011,$14.42,2,Day,7:00:00 AM,3:00:00 PM,209,Redmond,98052,486-555-0150,3,Work
19,4,1,2/14/2011,NULL,Marketing Assistant,1/29/1978,S,F,2/14/2011,0,43,41,2,EM,Mary,Dempsey,Marketing,Sales and Marketing,2/14/2011,$13.46,2,Day,7:00:00 AM,3:00:00 PM,174,Bellevue,98004,124-555-0114,1,Cell
20,4,1,1/7/2011,NULL,Marketing Assistant,3/17/1975,M,F,1/7/2011,0,41,40,2,EM,Wanida,Benshoof,Marketing,Sales and Marketing,1/7/2011,$13.46,2,Day,7:00:00 AM,3:00:00 PM,191,Sammamish,98074,708-555-0141,3,Work
21,4,1,3/2/2009,NULL,Marketing Specialist,2/4/1986,M,M,3/2/2009,0,44,42,2,EM,Terry,Eminhizer,Marketing,Sales and Marketing,3/2/2009,$14.42,2,Day,7:00:00 AM,3:00:00 PM,171,Bellevue,98004,138-555-0118,1,Cell
22,4,1,12/12/2008,NULL,Marketing Specialist,5/21/1987,S,M,12/12/2008,0,45,42,2,EM,Sariya,Harnpadoungsataya,Marketing,Sales and Marketing,12/12/2008,$14.42,2,Day,7:00:00 AM,3:00:00 PM,233,Everett,98201,399-555-0176,3,Work
23,4,1,1/12/2009,NULL,Marketing Specialist,9/13/1962,M,F,1/12/2009,0,46,43,2,EM,Mary,Gibson,Marketing,Sales and Marketing,1/12/2009,$14.42,2,Day,7:00:00 AM,3:00:00 PM,229,Everett,98201,531-555-0183,3,Work
24,4,1,1/18/2009,NULL,Marketing Specialist,6/18/1979,M,F,1/18/2009,0,47,43,2,EM,Jill,Williams,Marketing,Sales and Marketing,1/18/2009,$14.42,2,Day,7:00:00 AM,3:00:00 PM,243,Everett,98201,510-555-0121,3,Work
25,7,1,2/3/2009,NULL,Vice President of Production,1/7/1983,S,M,2/3/2009,1,64,52,1,EM,James,Hamilton,Production,Manufacturing,2/3/2009,$84.13,2,Day,7:00:00 AM,3:00:00 PM,63,Monroe,98272,870-555-0122,3,Work
26,8,1,12/1/2008,NULL,Production Control Manager,11/3/1982,M,M,12/1/2008,1,43,41,2,EM,Peter,Krebs,Production Control,Manufacturing,12/1/2008,$24.52,2,Day,7:00:00 AM,3:00:00 PM,166,Bellevue,98004,913-555-0196,3,Work
27,7,1,2/27/2008,NULL,Production Supervisor - WC60,10/8/1956,S,F,2/27/2008,0,80,60,3,EM,Jo,Brown,Production,Manufacturing,2/27/2008,$25.00,2,Day,7:00:00 AM,3:00:00 PM,77,Duvall,98019,632-555-0129,1,Cell
28,7,1,6/30/2006,NULL,Production Technician - WC60,3/13/1988,M,M,6/30/2006,0,21,30,4,EM,Guy,Gilbert,Production,Manufacturing,6/30/2006,$12.45,1,Day,7:00:00 AM,3:00:00 PM,61,Monroe,98272,320-555-0195,3,Work
29,7,1,1/23/2009,NULL,Production Technician - WC60,9/25/1979,S,M,1/23/2009,0,19,29,4,EM,Mark,McArthur,Production,Manufacturing,1/23/2009,$12.45,1,Day,7:00:00 AM,3:00:00 PM,218,Redmond,98052,417-555-0154,3,Work
30,7,1,1/29/2009,NULL,Production Technician - WC60,9/28/1989,M,F,1/29/2009,0,14,27,4,EM,Britta,Simon,Production,Manufacturing,1/29/2009,$12.45,1,Day,7:00:00 AM,3:00:00 PM,155,Edmonds,98020,955-555-0169,1,Cell
31,7,1,1/4/2009,NULL,Production Technician - WC60,5/20/1986,M,F,1/4/2009,0,18,29,4,EM,Margie,Shoop,Production,Manufacturing,1/4/2009,$12.45,1,Day,7:00:00 AM,3:00:00 PM,142,Edmonds,98020,818-555-0128,1,Cell
32,7,1,12/29/2008,NULL,Production Technician - WC60,7/10/1977,M,F,12/29/2008,0,23,31,4,EM,Rebecca,Laszlo,Production,Manufacturing,12/29/2008,$12.45,1,Day,7:00:00 AM,3:00:00 PM,162,Bellevue,98004,314-555-0113,1,Cell
33,7,1,12/17/2008,NULL,Production Technician - WC60,12/26/1976,M,M,12/17/2008,0,17,28,4,EM,Annik,Stahl,Production,Manufacturing,12/17/2008,$12.45,1,Day,7:00:00 AM,3:00:00 PM,108,Seattle,98104,499-555-0125,3,Work
34,7,1,2/16/2009,NULL,Production Technician - WC60,6/10/1987,M,F,2/16/2009,0,15,27,4,EM,Suchitra,Mohan,Production,Manufacturing,2/16/2009,$12.45,1,Day,7:00:00 AM,3:00:00 PM,184,Bellevue,98004,753-555-0129,1,Cell
35,7,1,2/8/2009,NULL,Production Technician - WC60,1/10/1977,M,M,2/8/2009,0,22,31,4,EM,Brandon,Heidepriem,Production,Manufacturing,2/8/2009,$12.45,1,Day,7:00:00 AM,3:00:00 PM,212,Redmond,98052,429-555-0137,1,Cell
36,7,1,2/10/2009,NULL,Production Technician - WC60,7/31/1984,M,M,2/10/2009,0,20,30,4,EM,Jose,Lugo,Production,Manufacturing,2/10/2009,$12.45,1,Day,7:00:00 AM,3:00:00 PM,100,Seattle,98104,587-555-0115,1,Cell
37,7,1,3/7/2009,NULL,Production Technician - WC60,8/7/1986,S,M,3/7/2009,0,16,28,4,EM,Chris,Okelberry,Production,Manufacturing,3/7/2009,$12.45,1,Day,7:00:00 AM,3:00:00 PM,227,Redmond,98052,315-555-0144,1,Cell
38,7,1,1/16/2010,NULL,Production Technician - WC60,12/14/1966,M,F,1/16/2010,0,24,32,4,EM,Kim,Abercrombie,Production,Manufacturing,1/16/2010,$12.45,1,Day,7:00:00 AM,3:00:00 PM,90,Carnation,98014,208-555-0114,1,Cell
39,7,1,2/5/2010,NULL,Production Technician - WC60,9/11/1971,S,M,2/5/2010,0,25,32,4,EM,Ed,Dudenhoefer,Production,Manufacturing,2/5/2010,$12.45,1,Day,7:00:00 AM,3:00:00 PM,93,Seattle,98104,919-555-0140,3,Work
40,7,3,12/26/2007,NULL,Production Supervisor - WC60,1/16/1956,S,F,12/26/2007,0,82,61,3,EM,JoLynn,Dobney,Production,Manufacturing,12/26/2007,$25.00,2,Night,11:00:00 PM,7:00:00 AM,92,Seattle,98104,903-555-0145,3,Work
41,7,3,1/21/2009,NULL,Production Technician - WC60,8/27/1973,S,M,1/21/2009,0,35,37,4,EM,Bryan,Baker,Production,Manufacturing,1/21/2009,$12.45,1,Night,11:00:00 PM,7:00:00 AM,69,Monroe,98272,712-555-0113,1,Cell
42,7,3,12/27/2008,NULL,Production Technician - WC60,7/25/1984,M,M,12/27/2008,0,39,39,4,EM,James,Kramer,Production,Manufacturing,12/27/2008,$12.45,1,Night,11:00:00 PM,7:00:00 AM,67,Monroe,98272,119-555-0117,1,Cell
43,7,3,1/2/2009,NULL,Production Technician - WC60,11/19/1988,M,F,1/2/2009,0,34,37,4,EM,Nancy,Anderson,Production,Manufacturing,1/2/2009,$12.45,1,Night,11:00:00 PM,7:00:00 AM,197,Sammamish,98074,970-555-0118,1,Cell
44,7,3,12/8/2008,NULL,Production Technician - WC60,5/17/1990,S,M,12/8/2008,0,38,39,4,EM,Simon,Rapier,Production,Manufacturing,12/8/2008,$12.45,1,Night,11:00:00 PM,7:00:00 AM,84,Duvall,98019,963-555-0134,3,Work
45,7,3,2/26/2009,NULL,Production Technician - WC60,1/10/1986,M,M,2/26/2009,0,37,38,4,EM,Thomas,Michaels,Production,Manufacturing,2/26/2009,$12.45,1,Night,11:00:00 PM,7:00:00 AM,150,Edmonds,98020,278-555-0118,1,Cell
46,7,3,2/8/2009,NULL,Production Technician - WC60,2/10/1976,S,M,2/8/2009,0,36,38,4,EM,Eugene,Kogan,Production,Manufacturing,2/8/2009,$12.45,1,Night,11:00:00 PM,7:00:00 AM,85,Duvall,98019,173-555-0179,1,Cell
47,7,1,2/22/2009,NULL,Production Supervisor - WC10,9/6/1988,S,M,2/22/2009,0,65,52,3,EM,Andrew,Hill,Production,Manufacturing,2/22/2009,$25.00,2,Day,7:00:00 AM,3:00:00 PM,246,Everett,98201,908-555-0159,1,Cell
48,7,1,1/6/2008,NULL,Production Technician - WC10,6/4/1956,M,F,1/6/2008,0,83,61,4,EM,Ruth,Ellerbrock,Production,Manufacturing,1/6/2008,$13.45,1,Day,7:00:00 AM,3:00:00 PM,240,Everett,98201,145-555-0130,1,Cell
49,7,1,1/7/2008,NULL,Production Technician - WC10,3/26/1956,S,M,1/7/2008,0,88,64,4,EM,Barry,Johnson,Production,Manufacturing,1/7/2008,$13.45,1,Day,7:00:00 AM,3:00:00 PM,56,Snohomish,98296,206-555-0180,3,Work
50,7,1,2/2/2008,NULL,Production Technician - WC10,8/30/1956,M,M,2/2/2008,0,84,62,4,EM,Sidney,Higa,Production,Manufacturing,2/2/2008,$13.45,1,Day,7:00:00 AM,3:00:00 PM,153,Edmonds,98020,424-555-0189,3,Work
51,7,1,2/20/2008,NULL,Production Technician - WC10,7/11/1956,S,M,2/20/2008,0,85,62,4,EM,Jeffrey,Ford,Production,Manufacturing,2/20/2008,$13.45,1,Day,7:00:00 AM,3:00:00 PM,71,Monroe,98272,984-555-0185,3,Work
52,7,1,3/10/2008,NULL,Production Technician - WC10,4/4/1956,M,F,3/10/2008,0,86,63,4,EM,Doris,Hartwig,Production,Manufacturing,3/10/2008,$13.45,1,Day,7:00:00 AM,3:00:00 PM,48,Kenmore,98028,328-555-0150,1,Cell
53,7,1,3/28/2008,NULL,Production Technician - WC10,3/29/1956,M,F,3/28/2008,0,87,63,4,EM,Diane,Glimp,Production,Manufacturing,3/28/2008,$13.45,1,Day,7:00:00 AM,3:00:00 PM,208,Redmond,98052,202-555-0151,1,Cell
54,7,1,1/1/2010,NULL,Production Technician - WC10,9/10/1986,M,F,1/1/2010,0,89,64,4,EM,Bonnie,Kearney,Production,Manufacturing,1/1/2010,$13.45,1,Day,7:00:00 AM,3:00:00 PM,60,Snohomish,98296,264-555-0150,3,Work
55,7,3,2/8/2008,NULL,Production Supervisor - WC50,4/1/1956,M,M,2/8/2008,0,79,59,3,EM,Taylor,Maxwell,Production,Manufacturing,2/8/2008,$25.00,2,Night,11:00:00 PM,7:00:00 AM,131,Edmonds,98020,508-555-0165,3,Work
56,7,3,2/5/2009,NULL,Production Technician - WC50,7/6/1988,M,F,2/5/2009,0,9,24,4,EM,Denise,Smith,Production,Manufacturing,2/5/2009,$11.00,1,Night,11:00:00 PM,7:00:00 AM,46,Kenmore,98028,869-555-0119,1,Cell
57,7,3,2/23/2009,NULL,Production Technician - WC50,7/24/1971,S,M,2/23/2009,0,10,25,4,EM,Frank,Miller,Production,Manufacturing,2/23/2009,$11.00,1,Night,11:00:00 PM,7:00:00 AM,55,Snohomish,98296,167-555-0139,3,Work
58,7,3,12/5/2008,NULL,Production Technician - WC50,5/30/1986,M,M,12/5/2008,0,11,25,4,EM,Kendall,Keil,Production,Manufacturing,12/5/2008,$11.00,1,Night,11:00:00 PM,7:00:00 AM,119,Seattle,98104,138-555-0128,3,Work
59,7,3,12/24/2008,NULL,Production Technician - WC50,8/16/1979,S,M,12/24/2008,0,12,26,4,EM,Bob,Hohman,Production,Manufacturing,12/24/2008,$11.00,1,Night,11:00:00 PM,7:00:00 AM,8,Bothell,98011,611-555-0116,3,Work
60,7,3,1/11/2009,NULL,Production Technician - WC50,2/3/1977,S,M,1/11/2009,0,13,26,4,EM,Pete,Male,Production,Manufacturing,1/11/2009,$11.00,1,Night,11:00:00 PM,7:00:00 AM,96,Seattle,98104,768-555-0123,1,Cell
61,7,3,1/18/2009,NULL,Production Technician - WC50,8/9/1989,S,F,1/18/2009,0,8,24,4,EM,Diane,Tibbott,Production,Manufacturing,1/18/2009,$11.00,1,Night,11:00:00 PM,7:00:00 AM,47,Kenmore,98028,361-555-0180,3,Work
62,7,2,3/17/2008,NULL,Production Supervisor - WC60,8/7/1956,M,M,3/17/2008,0,81,60,3,EM,John,Campbell,Production,Manufacturing,3/17/2008,$25.00,2,Evening,3:00:00 PM,11:00:00 PM,97,Seattle,98104,435-555-0113,3,Work
63,7,2,1/29/2010,NULL,Production Technician - WC60,1/30/1955,S,M,1/29/2010,0,30,35,4,EM,Maciej,Dusza,Production,Manufacturing,1/29/2010,$12.45,1,Evening,3:00:00 PM,11:00:00 PM,149,Edmonds,98020,237-555-0128,1,Cell
64,7,2,2/23/2010,NULL,Production Technician - WC60,9/5/1973,S,M,2/23/2010,0,26,33,4,EM,Michael,Zwilling,Production,Manufacturing,2/23/2010,$12.45,1,Evening,3:00:00 PM,11:00:00 PM,143,Edmonds,98020,582-555-0148,1,Cell
65,7,2,2/23/2010,NULL,Production Technician - WC60,4/28/1970,M,M,2/23/2010,0,29,34,4,EM,Randy,Reeves,Production,Manufacturing,2/23/2010,$12.45,1,Evening,3:00:00 PM,11:00:00 PM,148,Edmonds,98020,961-555-0122,1,Cell
66,7,2,12/22/2009,NULL,Production Technician - WC60,3/7/1970,S,M,12/22/2009,0,28,34,4,EM,Karan,Khanna,Production,Manufacturing,12/22/2009,$12.45,1,Evening,3:00:00 PM,11:00:00 PM,113,Seattle,98104,447-555-0186,3,Work
67,7,2,3/5/2009,NULL,Production Technician - WC60,2/11/1976,S,M,3/5/2009,0,32,36,4,EM,Jay,Adams,Production,Manufacturing,3/5/2009,$12.45,1,Evening,3:00:00 PM,11:00:00 PM,68,Monroe,98272,407-555-0165,3,Work
68,7,2,12/3/2009,NULL,Production Technician - WC60,9/2/1971,S,M,12/3/2009,0,27,33,4,EM,Charles,Fitzgerald,Production,Manufacturing,12/3/2009,$12.45,1,Evening,3:00:00 PM,11:00:00 PM,199,Sammamish,98074,931-555-0118,3,Work
69,7,2,2/15/2009,NULL,Production Technician - WC60,4/6/1991,S,M,2/15/2009,0,31,35,4,EM,Steve,Masters,Production,Manufacturing,2/15/2009,$12.45,1,Evening,3:00:00 PM,11:00:00 PM,114,Seattle,98104,712-555-0170,3,Work
70,7,2,12/15/2008,NULL,Production Technician - WC60,12/29/1984,M,M,12/15/2008,0,33,36,4,EM,David,Ortiz,Production,Manufacturing,12/15/2008,$12.45,1,Evening,3:00:00 PM,11:00:00 PM,125,Seattle,98104,712-555-0119,3,Work
71,7,3,2/15/2009,NULL,Production Supervisor - WC30,1/29/1989,S,M,2/15/2009,0,70,55,3,EM,Michael,Ray,Production,Manufacturing,2/15/2009,$25.00,2,Night,11:00:00 PM,7:00:00 AM,120,Seattle,98104,156-555-0199,1,Cell
72,7,3,12/1/2008,NULL,Production Technician - WC30,5/14/1977,M,M,12/1/2008,0,41,40,4,EM,Steven,Selikoff,Production,Manufacturing,12/1/2008,$9.50,1,Night,11:00:00 PM,7:00:00 AM,231,Everett,98201,925-555-0114,3,Work
73,7,3,12/19/2008,NULL,Production Technician - WC30,10/19/1983,M,F,12/19/2008,0,42,41,4,EM,Carole,Poland,Production,Manufacturing,12/19/2008,$9.50,1,Night,11:00:00 PM,7:00:00 AM,145,Edmonds,98020,688-555-0192,1,Cell
74,7,3,1/7/2009,NULL,Production Technician - WC30,11/6/1989,S,M,1/7/2009,0,43,41,4,EM,Bjorn,Rettig,Production,Manufacturing,1/7/2009,$9.50,1,Night,11:00:00 PM,7:00:00 AM,99,Seattle,98104,199-555-0117,3,Work
75,7,3,1/26/2009,NULL,Production Technician - WC30,6/27/1982,S,M,1/26/2009,0,44,42,4,EM,Michiko,Osada,Production,Manufacturing,1/26/2009,$9.50,1,Night,11:00:00 PM,7:00:00 AM,198,Sammamish,98074,984-555-0148,3,Work
76,7,3,2/12/2009,NULL,Production Technician - WC30,10/17/1988,M,F,2/12/2009,0,45,42,4,EM,Carol,Philips,Production,Manufacturing,2/12/2009,$9.50,1,Night,11:00:00 PM,7:00:00 AM,20,Bothell,98011,609-555-0153,1,Cell
77,7,3,3/3/2009,NULL,Production Technician - WC30,5/13/1983,M,F,3/3/2009,0,46,43,4,EM,Merav,Netz,Production,Manufacturing,3/3/2009,$9.50,1,Night,11:00:00 PM,7:00:00 AM,94,Seattle,98104,224-555-0187,3,Work
78,7,2,12/15/2008,NULL,Production Supervisor - WC40,8/27/1987,M,M,12/15/2008,0,72,56,3,EM,Reuben,D'sa,Production,Manufacturing,12/15/2008,$25.00,2,Evening,3:00:00 PM,11:00:00 PM,110,Seattle,98104,191-555-0112,3,Work
79,7,2,1/24/2010,NULL,Production Technician - WC40,12/8/1966,M,M,1/24/2010,0,60,50,4,EM,Eric,Brown,Production,Manufacturing,1/24/2010,$15.00,1,Evening,3:00:00 PM,11:00:00 PM,79,Duvall,98019,680-555-0118,1,Cell
80,7,2,1/17/2010,NULL,Production Technician - WC40,12/3/1970,S,M,1/17/2010,0,65,52,4,EM,Sandeep,Kaliyath,Production,Manufacturing,1/17/2010,$15.00,1,Evening,3:00:00 PM,11:00:00 PM,204,Sammamish,98074,166-555-0156,3,Work
81,7,2,12/29/2009,NULL,Production Technician - WC40,3/9/1971,S,M,12/29/2009,0,64,52,4,EM,Mihail,Frintu,Production,Manufacturing,12/29/2009,$15.00,1,Evening,3:00:00 PM,11:00:00 PM,152,Edmonds,98020,733-555-0128,3,Work
82,7,2,3/3/2010,NULL,Production Technician - WC40,8/29/1973,S,M,3/3/2010,0,62,51,4,EM,Jack,Creasey,Production,Manufacturing,3/3/2010,$15.00,1,Evening,3:00:00 PM,11:00:00 PM,109,Seattle,98104,521-555-0113,1,Cell
83,7,2,2/12/2010,NULL,Production Technician - WC40,12/23/1973,M,M,2/12/2010,0,61,50,4,EM,Patrick,Cook,Production,Manufacturing,2/12/2010,$15.00,1,Evening,3:00:00 PM,11:00:00 PM,103,Seattle,98104,425-555-0117,1,Cell
84,7,2,2/5/2010,NULL,Production Technician - WC40,3/2/1952,M,M,2/5/2010,0,66,53,4,EM,Frank,Martinez,Production,Manufacturing,2/5/2010,$15.00,1,Evening,3:00:00 PM,11:00:00 PM,54,Snohomish,98296,203-555-0196,3,Work
85,7,2,12/11/2009,NULL,Production Technician - WC40,12/23/1970,S,M,12/11/2009,0,63,51,4,EM,Brian,Goldstein,Production,Manufacturing,12/11/2009,$15.00,1,Evening,3:00:00 PM,11:00:00 PM,14,Bothell,98011,730-555-0117,1,Cell
86,7,2,1/5/2009,NULL,Production Technician - WC40,6/13/1972,M,M,1/5/2009,0,59,49,4,EM,Ryan,Cornelsen,Production,Manufacturing,1/5/2009,$15.00,1,Evening,3:00:00 PM,11:00:00 PM,32517,Sammamish,98074,208-555-0114,3,Work
87,7,3,12/22/2008,NULL,Production Supervisor - WC10,4/11/1984,M,M,12/22/2008,0,67,53,3,EM,Cristian,Petculescu,Production,Manufacturing,12/22/2008,$25.00,2,Night,11:00:00 PM,7:00:00 AM,91,Seattle,98104,434-555-0133,1,Cell
88,7,3,12/18/2009,NULL,Production Technician - WC10,12/17/1966,S,F,12/18/2009,0,99,69,4,EM,Betsy,Stadick,Production,Manufacturing,12/18/2009,$13.45,1,Night,11:00:00 PM,7:00:00 AM,7,Bothell,98011,405-555-0171,1,Cell
89,7,3,2/1/2010,NULL,Production Technician - WC10,9/10/1986,S,M,2/1/2010,0,96,68,4,EM,Patrick,Wedge,Production,Manufacturing,2/1/2010,$13.45,1,Night,11:00:00 PM,7:00:00 AM,161,Bellevue,98004,413-555-0124,1,Cell
90,7,3,2/20/2010,NULL,Production Technician - WC10,9/7/1986,S,F,2/20/2010,0,97,68,4,EM,Danielle,Tiedt,Production,Manufacturing,2/20/2010,$13.45,1,Night,11:00:00 PM,7:00:00 AM,43,Kenmore,98028,500-555-0172,1,Cell
91,7,3,1/12/2010,NULL,Production Technician - WC10,9/13/1986,S,F,1/12/2010,0,95,67,4,EM,Kimberly,Zimmerman,Production,Manufacturing,1/12/2010,$13.45,1,Night,11:00:00 PM,7:00:00 AM,128,Seattle,98104,123-555-0167,3,Work
